name,cluster,LevelNum
NO.175,3,-21396.0,-21420.0,-21444.0,-21432.0,-21420.0,-21408.0,-21420.0,-21420.0
NO.176,4,-8967.0,-9513.0,-10603.0,-9379.0,-9699.0,-10005.0,-9871.0,-9493.0
NO.177,4,-9692.0,-10210.0,-10996.0,-10228.0,-10288.0,-10382.0,-10346.0,-10228.0
NO.178,1,-4487.0,-4781.0,-5159.0,-4697.0,-4809.0,-4921.0,-4851.0,-4753.0
NO.179,5,-154.0,-1246.0,-2282.0,-1386.0,-1218.0,-1078.0,-1246.0,-1218.0
NO.180,1,-4233.0,-4873.0,-5631.0,-4817.0,-4919.0,-5001.0,-4941.0,-4877.0
NO.181,3,-21132.0,-21684.0,-22206.0,-21670.0,-21676.0,-21676.0,-21682.0,-21664.0
NO.182,4,-8631.0,-10557.0,-12147.0,-10093.0,-10475.0,-10767.0,-10419.0,-10471.0
NO.183,1,-5472.0,-5832.0,-6132.0,-5772.0,-5812.0,-5852.0,-5832.0,-5792.0
NO.184,4,-10097.0,-10249.0,-10325.0,-10401.0,-10211.0,-10059.0,-10173.0,-10249.0
NO.185,0,-15621.0,-15939.0,-16287.0,-15873.0,-15959.0,-16015.0,-15981.0,-15925.0
NO.186,4,-10134.0,-10254.0,-10290.0,-10214.0,-10232.0,-10232.0,-10232.0,-10214.0
NO.187,2,-23879.0,-24373.0,-24901.0,-24609.0,-24375.0,-24169.0,-24405.0,-24373.0
NO.188,3,-21657.0,-22345.0,-23025.0,-22345.0,-22337.0,-22345.0,-22353.0,-22337.0
NO.189,7,-16958.0,-18018.0,-19078.0,-18102.0,-18018.0,-17934.0,-18074.0,-17962.0
NO.190,3,-22020.0,-21546.0,-21240.0,-21658.0,-21590.0,-21558.0,-21612.0,-21592.0
NO.191,2,-26673.0,-26979.0,-27251.0,-26919.0,-26971.0,-27013.0,-26975.0,-26959.0
NO.192,2,-27248.0,-27038.0,-27072.0,-27146.0,-27112.0,-27100.0,-27152.0,-27084.0
NO.193,6,-30730.0,-30730.0,-30674.0,-30730.0,-30702.0,-30702.0,-30702.0,-30730.0
NO.194,3,-20474.0,-20816.0,-21118.0,-20780.0,-20796.0,-20832.0,-20778.0,-20834.0
NO.195,1,-6142.0,-7266.0,-8680.0,-7096.0,-7410.0,-7582.0,-7410.0,-7324.0
NO.196,4,-9819.0,-10329.0,-10887.0,-10231.0,-10345.0,-10459.0,-10375.0,-10315.0
NO.197,2,-25364.0,-25242.0,-25572.0,-25448.0,-25390.0,-25340.0,-25480.0,-25298.0
NO.198,3,-21653.0,-22201.0,-22813.0,-22261.0,-22203.0,-22203.0,-22249.0,-22203.0
NO.199,2,-25343.0,-25445.0,-25715.0,-25243.0,-25529.0,-25731.0,-25529.0,-25473.0
NO.200,3,-21699.0,-21497.0,-21267.0,-21561.0,-21483.0,-21419.0,-21473.0,-21501.0
NO.201,2,-25399.0,-25297.0,-25661.0,-25613.0,-25443.0,-25301.0,-25559.0,-25355.0
NO.202,3,-21521.0,-21265.0,-21105.0,-21305.0,-21273.0,-21313.0,-21337.0,-21265.0
NO.203,0,-16344.0,-16290.0,-16326.0,-16308.0,-16326.0,-16326.0,-16326.0,-16308.0
NO.204,2,-26098.0,-26346.0,-26632.0,-26348.0,-26354.0,-26374.0,-26356.0,-26362.0
NO.205,3,-21642.0,-21642.0,-21702.0,-21642.0,-21672.0,-21672.0,-21672.0,-21642.0
NO.206,2,-26662.0,-26778.0,-26862.0,-27126.0,-26806.0,-26370.0,-26776.0,-26778.0
NO.207,3,-21525.0,-21627.0,-21837.0,-21731.0,-21663.0,-21595.0,-21673.0,-21653.0
NO.208,2,-26922.0,-26922.0,-27006.0,-26950.0,-26950.0,-26950.0,-26950.0,-26950.0
NO.209,0,-16989.0,-16821.0,-16905.0,-16877.0,-16905.0,-16933.0,-16933.0,-16877.0
NO.210,8,-12383.0,-13307.0,-14315.0,-13475.0,-13363.0,-13167.0,-13307.0,-13363.0
NO.211,1,-5812.0,-5912.0,-6122.0,-5912.0,-5952.0,-5982.0,-5962.0,-5932.0
NO.212,6,-31038.0,-31218.0,-31230.0,-31182.0,-31144.0,-31160.0,-31142.0,-31200.0
NO.213,6,-29356.0,-30252.0,-31430.0,-30250.0,-30346.0,-30442.0,-30402.0,-30272.0
NO.214,2,-26842.0,-27484.0,-28248.0,-27572.0,-27546.0,-27456.0,-27590.0,-27460.0
NO.215,3,-21805.0,-21625.0,-21383.0,-21595.0,-21609.0,-21609.0,-21609.0,-21595.0
NO.216,2,-26513.0,-26523.0,-26573.0,-26531.0,-26551.0,-26527.0,-26565.0,-26509.0
NO.217,3,-21603.0,-21973.0,-22349.0,-21973.0,-21975.0,-21977.0,-22005.0,-21953.0
NO.218,3,-20539.0,-20939.0,-21337.0,-20821.0,-20957.0,-21037.0,-20989.0,-20901.0
NO.219,0,-16527.0,-16527.0,-16611.0,-16527.0,-16555.0,-16583.0,-16583.0,-16527.0
NO.220,3,-21183.0,-21251.0,-21315.0,-21313.0,-21357.0,-21079.0,-21221.0,-21285.0
NO.221,2,-25448.0,-26216.0,-26984.0,-26220.0,-26350.0,-26078.0,-26190.0,-26250.0
NO.222,2,-25596.0,-25848.0,-26016.0,-25964.0,-25700.0,-25796.0,-25820.0,-25820.0
NO.223,3,-22393.0,-22195.0,-22085.0,-22309.0,-22225.0,-22139.0,-22253.0,-22225.0
NO.224,3,-21808.0,-21968.0,-22150.0,-21898.0,-22096.0,-21932.0,-21974.0,-21978.0
NO.225,2,-26177.0,-25421.0,-24749.0,-25449.0,-25393.0,-25505.0,-25477.0,-25421.0
NO.226,3,-22326.0,-22494.0,-22708.0,-22490.0,-22644.0,-22394.0,-22520.0,-22500.0
NO.227,0,-16373.0,-16541.0,-16597.0,-16457.0,-16513.0,-16541.0,-16457.0,-16541.0
NO.228,2,-26242.0,-26716.0,-27022.0,-26702.0,-26742.0,-26536.0,-26646.0,-26678.0
NO.229,3,-21905.0,-21975.0,-22003.0,-22003.0,-22003.0,-21877.0,-21947.0,-21975.0
NO.230,3,-21763.0,-22033.0,-22275.0,-21997.0,-22081.0,-21993.0,-22023.0,-22025.0
NO.231,2,-24015.0,-24945.0,-25933.0,-24829.0,-25161.0,-24903.0,-25019.0,-24915.0
NO.232,3,-21057.0,-21129.0,-21165.0,-21165.0,-21183.0,-21003.0,-21093.0,-21129.0
NO.233,3,-22175.0,-22091.0,-21959.0,-22089.0,-22187.0,-21949.0,-22075.0,-22075.0
NO.234,2,-24713.0,-25121.0,-25437.0,-25063.0,-25155.0,-25053.0,-25087.0,-25097.0
NO.235,3,-21643.0,-22159.0,-22675.0,-22103.0,-22291.0,-22083.0,-22179.0,-22159.0
NO.236,2,-26768.0,-26768.0,-26768.0,-26712.0,-26796.0,-26796.0,-26768.0,-26768.0
NO.237,3,-21571.0,-22117.0,-22523.0,-22029.0,-22075.0,-22107.0,-22049.0,-22093.0
NO.238,3,-21357.0,-21597.0,-21777.0,-21577.0,-21577.0,-21577.0,-21577.0,-21577.0
NO.239,1,-6203.0,-6651.0,-6945.0,-6367.0,-6813.0,-6619.0,-6595.0,-6609.0
NO.240,4,-8454.0,-9452.0,-10356.0,-9486.0,-9602.0,-9174.0,-9368.0,-9484.0
NO.241,4,-10481.0,-11201.0,-11853.0,-11099.0,-11359.0,-11077.0,-11185.0,-11179.0
NO.242,8,-13825.0,-14077.0,-14469.0,-13797.0,-14217.0,-14357.0,-14245.0,-14021.0
NO.243,0,-14991.0,-15359.0,-15755.0,-15603.0,-15589.0,-14913.0,-15301.0,-15445.0
NO.244,4,-11319.0,-11067.0,-10479.0,-11039.0,-10955.0,-10871.0,-10899.0,-11011.0
NO.245,0,-15753.0,-15955.0,-16111.0,-16019.0,-16057.0,-15743.0,-15943.0,-15943.0
NO.246,0,-15621.0,-15621.0,-15509.0,-15517.0,-15589.0,-15645.0,-15613.0,-15557.0
NO.247,4,-10396.0,-10392.0,-10478.0,-10686.0,-10536.0,-10044.0,-10394.0,-10450.0
NO.248,1,-6370.0,-6342.0,-6230.0,-6454.0,-6398.0,-6090.0,-6314.0,-6314.0
NO.249,3,-21140.0,-21628.0,-22078.0,-21732.0,-21710.0,-21404.0,-21606.0,-21638.0
NO.250,3,-22172.0,-22812.0,-23224.0,-22924.0,-23014.0,-22270.0,-22700.0,-22782.0
NO.251,1,-5446.0,-5502.0,-5642.0,-5586.0,-5614.0,-5390.0,-5530.0,-5530.0
NO.252,4,-11469.0,-11421.0,-11373.0,-11627.0,-11481.0,-11155.0,-11419.0,-11423.0
NO.253,7,-18910.0,-19732.0,-20662.0,-20064.0,-19902.0,-19338.0,-19750.0,-19786.0
