NO.226,4.724155,4.6755586,3.7034905,3.5897536,3.5817606,3.5424013,3.5264716,3.4185545,3.2529495,3.1621237,0,0,0,0,0,0,0,0,0,0,0
NO.695,0,0,0,0,0,0,6.5915112,4.016454,0,0,4.9273057,4.02792,3.850248,3.8254979,3.748361,3.603041,3.1297276,3.0215526,2.9896553,2.8728318,0
NO.178,3.0683239,3.0107057,3.5903518,0,3.2963352,0,5.520397,3.9488866,0,0,3.5383544,0,4.0083585,3.5812457,4.049537,2.8400304,3.328562,3.2563555,0,2.7816157,0
NO.220,3.9051747,3.379472,3.8983736,0,3.428999,0,6.346454,4.5031796,0,0,4.7002006,3.157049,4.237194,3.687474,4.0723596,3.7004952,3.5352376,3.1031876,0,0,0
NO.359,0,0,0,4.2558365,0,5.090703,4.282272,4.725231,4.0098195,4.614376,0,3.6902356,3.8874242,0,0,3.542058,3.8725617,0,4.310328,0,6.430045
NO.350,0,0,0,3.5519238,0,4.9743524,3.5779023,3.8805666,0,3.9098055,0,3.7588396,0,0,0,0,4.403659,3.8695693,0,3.7143004,4.6712184
NO.360,0,0,0,2.601327,0,4.790393,0,0,0,2.7203903,0,0,0,0,0,0,0,0,0,0,4.425885
NO.463,3.1183932,0,0,3.9320016,0,4.446334,4.094191,4.540078,4.0859156,4.1422796,0,0,3.7627156,3.2632535,0,3.4130378,3.9731047,3.1648462,3.8335342,3.066997,5.6191607
NO.169,0,0,0,0,0,0,5.990726,3.6380095,0,0,3.1060011,0,3.9648817,0,3.0655127,0,2.7169654,0,0,0,0
NO.509,4.393031,3.8878162,3.648625,3.7828631,3.4973567,3.6375513,5.104756,4.4855824,4.0186286,3.7840855,3.8062353,0,0,3.4957912,3.6158452,4.3740354,4.3369064,3.9044135,0,3.7021685,3.6777875
NO.685,4.2139187,3.946386,4.271507,3.5217757,4.038542,0,5.536856,4.516328,0,0,4.48491,3.548681,3.8710392,4.0436583,3.6212225,4.152161,3.4469464,0,3.7288895,0,3.7080214
NO.111,0,0,0,3.240615,0,4.5239344,0,3.5852072,3.3079412,3.430544,0,3.2713792,0,0,0,3.2093246,4.311078,3.2604332,0,3.4192197,4.7226686
NO.200,2.8170557,2.821913,3.0324578,0,2.7797077,0,6.0294466,3.922808,0,0,4.1415486,0,3.3418913,3.529783,3.4858723,3.301932,3.1514132,2.7609549,0,0,0
NO.66,0,0,0,4.0329685,0,5.26725,0,3.8845625,0,4.016182,0,0,0,0,0,4.10577,4.173864,0,0,0,5.635781
NO.405,3.4649572,0,0,3.2422595,0,4.245156,3.7990615,3.5890827,0,3.3506694,0,0,0,0,0,3.98791,4.464091,3.6728792,0,3.4724696,4.0079303
NO.628,3.8319752,3.1796372,4.241522,0,3.272477,0,6.3719697,4.2689004,0,0,4.4656944,3.933884,3.9183974,3.742199,3.6850939,3.4825654,3.216807,3.0425482,3.1493948,0,0
NO.446,3.4152653,0,0,4.0188165,0,4.6970377,0,3.6324892,3.9821362,3.2778404,0,0,0,0,0,0,4.700069,3.8324845,0,3.7779548,4.743183
NO.380,4.3451734,4.00571,4.1106963,3.9316483,3.5930567,3.6525767,4.994424,4.253129,3.8103755,3.7608795,3.5027997,0,3.7601852,0,0,3.8699744,0,0,0,0,0
NO.147,3.2830095,0,3.2419763,4.0432353,0,3.497401,4.9960456,4.6315007,3.435092,3.9906542,3.616422,3.7217069,4.6361613,0,3.4627361,3.5213213,4.3613615,3.4226649,0,0,5.872107
NO.469,0,0,0,4.078971,0,3.8348074,0,4.163586,3.5884752,3.700528,0,4.14621,3.7471712,0,0,0,4.689587,3.9414098,3.4199204,3.5604799,6.651608
NO.437,0,0,0,3.7445893,0,5.12576,0,0,0,0,0,0,0,0,0,3.734937,4.7061443,0,0,3.5137656,4.849896
NO.284,3.2293315,3.402452,3.4961543,0,3.54406,0,5.59617,4.3169365,0,0,4.225464,3.3232076,3.4932833,4.322587,3.7423158,3.590631,3.2078557,3.7292404,3.865322,3.4802203,0
