NO.1,1,343.9509868621826,216.28236398100853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NO.10,0,255.62938302755356,259.8241902887821,500.8240044116974,385.7054188847542,207.25488662719727,120.49726210534573,113.04876767098904,106.38592764735222,78.84464226663113,70.72857581079006,69.68934554606676
NO.100,0,262.3913250863552,251.1337213218212,594.906210899353,518.1782692670822,219.0525457262993,116.27371422946453,95.51161900162697,104.75323535501957,85.66939271986485,79.19564843177795,69.46923211216927
NO.1000,1,388.009250164032,557.02093988657,349.72023218870163,170.5111563205719,215.91512486338615,160.40634363889694,161.28567978739738,196.87669351696968,0.0,72.41333369165659,85.9447568655014
NO.1001,1,266.3981541991234,420.3151538968086,341.89894795417786,187.07923591136932,164.08488154411316,150.5653653293848,114.49054814875126,183.6148276925087,0.0,59.60939917713404,99.21852499246597
NO.1002,1,275.29582381248474,376.1999309062958,344.78288143873215,219.48132663965225,157.92975202202797,145.9049992263317,116.14279821515083,187.45455890893936,52.40719299763441,68.32149345427752,93.29968132078648
NO.1003,1,319.0586715936661,492.2287166118622,272.23600074648857,255.94407692551613,163.6904664337635,132.43375346064568,133.19517485797405,203.35596054792404,0.0,71.44954521209002,80.3693663328886
NO.1004,1,348.00250083208084,605.4243817925453,282.20681473612785,175.91184005141258,177.1383360028267,187.30513751506805,148.77144247293472,278.69513258337975,0.0,65.05300756543875,83.80434475839138
NO.101,0,252.365805208683,306.6836856305599,605.5933237075806,373.75885993242264,216.8482355773449,118.86304244399071,122.71559797227383,106.59911669790745,89.66087363660336,82.80781097710133,72.58312776684761
NO.102,0,268.2092599570751,277.63882651925087,644.6009874343872,519.505999982357,232.3612943291664,110.06651446223259,105.67625053226948,97.80662134289742,91.73145517706871,75.66539105027914,70.89721970260143
NO.103,0,328.1872719526291,339.68791365623474,690.6205415725708,542.2800779342651,254.82170283794403,128.85441072285175,109.31015945971012,126.45960785448551,89.38266895711422,84.8250649869442,76.8009526655078
NO.104,0,377.78154015541077,471.64250165224075,533.2959443330765,287.95603662729263,254.65138256549835,158.51855278015137,154.44510616362095,246.6997504234314,67.27254018187523,84.76041257381439,91.65056049823761
NO.105,1,457.041971385479,388.5391727089882,407.8209772706032,172.6740412414074,196.07020542025566,120.3828863799572,150.44940635561943,200.37950947880745,57.924739085137844,77.22508162260056,80.35669103264809
NO.106,1,392.01438426971436,491.26405268907547,320.75371593236923,193.68678331375122,212.4570868909359,140.67703858017921,115.39680883288383,193.10535863041878,0.0,72.24538829177618,76.81738585233688
NO.107,0,400.6022959947586,466.36495739221573,575.8954212069511,386.27617061138153,211.6352692246437,132.6290424913168,128.2919943332672,145.28507366776466,64.76258393377066,82.63430558145046,79.70371283590794
NO.108,1,469.54575926065445,589.4381925463676,411.55796498060226,309.8851442337036,236.66951805353165,200.43181255459785,83.80338549613953,240.40808901190758,0.0,71.72825746238232,106.7745964974165
NO.109,0,418.1954637169838,450.49499720335007,502.3016408085823,392.8449749946594,238.97355422377586,133.49508866667747,123.29524382948875,200.36602392792702,70.53186651319265,78.85518483817577,65.62889087945223
NO.11,1,409.5456004142761,294.9211932718754,0.0,0.0,0.0,0.0,0.0,106.48704133927822,0.0,0.0,0.0
NO.110,0,310.85124239325523,371.0983321070671,558.9066445827484,648.3010202646255,224.19003769755363,118.8958901911974,114.44171890616417,125.02354569733143,81.34827949106693,87.97951973974705,69.31024603545666
NO.111,0,330.6315466761589,388.9673203229904,602.3930013179779,292.8370051085949,254.0125511586666,148.48580583930016,128.04241850972176,153.27086672186852,74.8336361721158,82.65933953225613,76.8748065456748
NO.112,1,411.21434420347214,261.1159160733223,131.8688504397869,0.0,0.0,96.38953022658825,0.0,153.5273715853691,0.0,0.0,90.22383950650692
NO.113,0,257.7085420489311,407.6744243502617,445.9463432431221,289.5590290427208,198.57876002788544,130.09315356612206,152.14666724205017,137.035408988595,61.33831571787596,93.97913701832294,86.53780445456505
NO.114,1,284.2389605939388,548.282153904438,507.9672113060951,236.40768602490425,219.47674453258514,151.15768648684025,158.2355797290802,191.00498408079147,61.89985200762749,96.58134542405605,137.88179494440556
NO.115,1,553.9814010262489,523.5859751701355,363.76960575580597,345.17068415880203,210.7999473810196,147.04203233122826,114.19842950999737,207.73885771632195,0.0,77.52273231744766,94.31463666260242
NO.116,1,343.03251653909683,613.6161461472511,612.5768646597862,194.81701776385307,272.7751061320305,174.83264207839966,175.31635239720345,224.05816242098808,61.71142216771841,106.34761303663254,130.1242969930172
NO.117,0,369.66122686862946,518.8364163041115,630.8060139417648,381.00581616163254,266.13691821694374,151.9814133644104,124.34110045433044,173.1971651315689,74.90124553442001,94.48262862861156,92.04958565533161
NO.118,0,282.0619195699692,406.70406073331833,582.3764204978943,361.2056002020836,220.7409031689167,126.96878984570503,141.32495038211346,128.29508632421494,80.40136657655239,89.64193984866142,86.11037395894527
NO.119,1,312.3611956834793,695.0971484184265,454.58491891622543,157.7124372124672,207.6026238501072,155.53371980786324,190.56899473071098,190.59371203184128,66.07417948544025,105.78912682831287,146.2797448039055
NO.12,0,313.66102397441864,374.8999163508415,624.0780279040337,350.5479171872139,263.55814188718796,124.7097086161375,128.13263572752476,135.17256826162338,88.31946179270744,91.37623943388462,79.97659966349602
NO.120,1,373.5514357686043,891.5352821350098,368.85928362607956,173.773393034935,176.24791711568832,172.0190979540348,166.56190156936646,239.40134793519974,0.0,94.88069452345371,118.0468499660492
NO.121,0,350.7234901189804,568.4026703238487,595.4499915242195,419.18378323316574,242.0405112206936,144.12102289497852,139.81876894831657,164.50459137558937,73.25111422687769,104.03635911643505,107.22652077674866
NO.122,1,327.1710127592087,602.4908274412155,348.51789474487305,148.58996495604515,173.2439361512661,198.238343000412,177.62314528226852,253.8062073290348,0.0,72.34572898596525,122.41102755069733
NO.123,1,351.64907574653625,596.2216854095459,433.4859177470207,199.00741055607796,174.43416640162468,171.52631655335426,187.4917931854725,177.56232991814613,0.0,77.54052523523569,134.59090143442154
NO.124,1,291.65197163820267,556.7575991153717,491.49949103593826,188.0844496190548,205.2207849919796,157.80335292220116,175.76023936271667,149.9404013156891,67.63838697224855,102.50581428408623,129.3289102613926
NO.125,0,334.08064395189285,329.6711668372154,588.5594710707664,488.7360706925392,247.0548264682293,129.78102080523968,98.41606952250004,161.05612739920616,71.36151194572449,82.16891437768936,78.52733135223389
NO.126,0,278.06632220745087,416.80246591567993,453.61511409282684,268.7007747590542,199.66747611761093,150.06812289357185,146.28641307353973,156.48886561393738,68.74330807477236,75.9940268471837,93.53936649858952
NO.127,0,330.0308808684349,385.58900356292725,601.8247455358505,386.9117423892021,269.6727029979229,139.40450735390186,124.87184256315231,156.2283467501402,79.64790798723698,93.8763190060854,89.96744640171528
NO.128,0,358.4418073296547,418.0273413658142,537.8907173871994,357.1055456995964,233.8872291147709,125.10950677096844,120.38991786539555,170.53302377462387,67.71563086658716,94.84319016337395,86.20320819318295
NO.129,0,242.21153929829597,216.02392196655273,599.510483443737,478.79695892333984,202.0774967968464,95.34018114209175,93.6714094132185,81.68241940438747,92.63863787055016,72.33544252812862,68.11256054788828
NO.13,1,330.83025366067886,578.4597247838974,554.2456731200218,248.11146780848503,275.31998232007027,169.14093866944313,166.82971268892288,244.67505514621735,68.53317841887474,107.44855739176273,107.58326388895512
NO.130,0,133.1669744104147,202.46155560016632,353.92090678215027,219.3906530737877,110.46212166547775,89.94098752737045,109.55506935715675,59.87907759845257,72.01150991022587,55.95256108790636,66.9098598882556
NO.131,0,258.50264355540276,214.95599299669266,625.7873773574829,386.3271698355675,251.60184130072594,123.99916537106037,97.43253700435162,109.6428744494915,83.94511416554451,71.81206252425909,70.37996780127287
NO.132,0,217.848289757967,252.01302021741867,373.4167292714119,317.64402985572815,136.91555708646774,110.04443280398846,99.51159358024597,77.94345263391733,67.19522178173065,55.467565543949604,78.89602333307266
NO.133,0,247.79358878731728,240.3404749929905,588.798001408577,357.9111397266388,219.48270499706268,107.69294574856758,100.59544816613197,86.29228919744492,93.03192608058453,74.26043506711721,67.20098201185465
NO.134,1,420.5036163330078,322.2252056002617,172.96463251113892,73.83415475487709,105.77860288321972,137.35908083617687,76.41523610800505,214.2275869846344,0.0,0.0,89.47988040745258
NO.135,0,277.7094952762127,238.46115916967392,614.3947690725327,483.60835760831833,246.62932381033897,131.9885067641735,95.07767856121063,110.73569767177105,80.04012517631054,75.30254311859608,63.519952818751335
NO.136,0,272.7081626653671,312.3786300420761,476.75907611846924,319.5655718445778,194.89359110593796,133.8069513440132,130.5193267762661,140.54471626877785,65.48186298459768,67.5537483766675,84.26189422607422
NO.137,0,261.8614211678505,281.95206075906754,579.7990038990974,383.9422017335892,219.62307393550873,108.14275592565536,113.04170824587345,87.44936436414719,91.32157079875469,75.3374770283699,67.09070410579443
NO.138,0,282.7846072614193,240.64330384135246,634.6800178289413,446.8505084514618,235.0986748933792,112.72304691374302,98.55935350060463,110.88752187788486,86.98951452970505,78.76161485910416,71.25696633011103
