NO.1,1,1159.764975309372,534.4392731785774,157.55310654640198,151.93479135632515,121.14516459405422,73.37566930800676,0.0,0.0,0.0,0.0,0.0
NO.10,1,1953.2085955142975,474.739708006382,335.6608375906944,145.6585619598627,130.31434267759323,234.3614399433136,199.46489483118057,165.49434512853622,160.15537083148956,0.0,0.0
NO.100,0,353.15725952386856,399.75449442863464,215.62371402978897,489.9464175105095,109.05480943620205,218.94672885537148,134.66195203363895,197.6972073316574,121.9785027205944,223.54235872626305,105.91537691652775
NO.1000,1,1418.483853340149,288.2327698171139,174.02108758687973,98.79151359200478,92.40757673978806,345.2780097723007,232.05652832984924,0.0,176.43028870224953,108.57437737286091,81.58796466886997
NO.1001,1,1487.6767992973328,284.7079001367092,271.54210954904556,117.38591827452183,72.95534946024418,404.4599458575249,255.9266984462738,105.03215715289116,205.2907645702362,98.79179298877716,0.0
NO.1002,1,1574.59557056427,288.84757310152054,246.9819411635399,87.3513612896204,0.0,360.0801154971123,246.48815393447876,0.0,185.31253561377525,122.88050726056099,86.41640655696392
NO.1003,0,412.3665392398834,388.9899328351021,0.0,104.97851297259331,0.0,220.47018632292747,115.03459885716438,0.0,0.0,294.05292123556137,439.017154276371
NO.1004,1,844.6802198886871,299.28527772426605,209.2401683330536,245.89601904153824,112.09821328520775,307.3854371905327,428.0451685190201,102.10007429122925,164.91562128067017,72.73864932358265,150.44577419757843
NO.101,1,1406.9843292236328,315.4073655605316,211.52963861823082,0.0,0.0,423.3141243457794,123.52651916444302,0.0,136.86410151422024,107.48373344540596,0.0
NO.102,0,350.84038972854614,171.3649183511734,150.16715973615646,121.48336507380009,128.12034226953983,89.0206266194582,0.0,184.3988336622715,112.5533040612936,0.0,94.0495915710926
NO.103,0,0.0,203.475970774889,145.0903806835413,658.7254256010056,165.13129696249962,0.0,0.0,129.0782354772091,84.12552997469902,0.0,146.6911844909191
NO.104,0,0.0,283.42634439468384,0.0,1709.6856236457825,221.65969014167786,76.66497956961393,157.07610175013542,222.21876308321953,0.0,0.0,193.84484738111496
NO.105,0,354.07375544309616,369.9059784412384,120.4857137054205,223.6013486981392,197.65840843319893,171.17034643888474,206.71946927905083,154.5556727796793,173.26148226857185,0.0,118.14992874860764
NO.106,0,92.56456978619099,235.84449663758278,0.0,652.0028412342072,161.84475272893906,98.73224422335625,160.35918146371841,126.47935189306736,94.37611326575279,0.0,200.41141659021378
NO.107,0,0.0,83.42857472598553,79.54082451760769,555.6225404143333,131.91227801144123,0.0,96.2135847657919,88.74158374965191,0.0,0.0,131.56012631952763
