k,file,Silhouette_Coefficient,Calinski_Harabaz_Index,Davies_Bouldin_Index
2,accumulate_GEI_origin_2,0.933725275944518,1109.7129368979693,3.1299151566222165
3,accumulate_GEI_origin_2,0.4332214058601552,984.9280843099501,1.5133096132176198
4,accumulate_GEI_origin_2,0.46235587257921623,935.0396126147651,1.4991995147108579
5,accumulate_GEI_origin_2,0.4670776805683501,1034.9463839024143,1.5667272051031405
6,accumulate_GEI_origin_2,0.45501978489660583,1160.8179777160801,1.6090052818214782
7,accumulate_GEI_origin_2,0.43715443081145916,1317.2467444666706,1.678218995008622
8,accumulate_GEI_origin_2,0.38273381579346966,1408.091309377086,1.5264517212468944
9,accumulate_GEI_origin_2,0.38139160559675345,1410.1967382127386,1.8023228901947852
2,quadrantAccumulate_GEI_origin_2,0.9056869294123947,751.8089578883378,2.930915348549327
3,quadrantAccumulate_GEI_origin_2,0.6794257612777288,504.06238331985014,1.6468618258263037
4,quadrantAccumulate_GEI_origin_2,0.6820352379215057,429.61757751779163,1.5602574723125358
5,quadrantAccumulate_GEI_origin_2,0.1819142237983978,388.9949264849806,0.8410408633840687
6,quadrantAccumulate_GEI_origin_2,0.1864410619532841,362.0919596922916,1.0017592441589545
7,quadrantAccumulate_GEI_origin_2,0.14361742501262098,349.1870089451688,0.9193297069125844
8,quadrantAccumulate_GEI_origin_2,0.14973174052592986,326.8298428755936,0.9127201739348934
9,quadrantAccumulate_GEI_origin_2,0.1484647508218033,311.71268884458635,0.9014945350143329
2,quadrantScore_GEI_origin_2,0.9149616867557011,938.057233132595,2.8472572133073877
3,quadrantScore_GEI_origin_2,0.8650497708389103,617.0527243172801,1.933932690811823
4,quadrantScore_GEI_origin_2,0.26942823080681666,495.6726387359892,0.8008647968747759
5,quadrantScore_GEI_origin_2,0.23093215446874685,444.8429454307647,0.8307729639823459
6,quadrantScore_GEI_origin_2,0.22898329504561915,413.57827837792104,1.0024853299155936
7,quadrantScore_GEI_origin_2,0.2149188203051661,390.62693003723865,1.0322278021518327
8,quadrantScore_GEI_origin_2,0.21196649559242137,383.150765559909,1.0648438030897687
9,quadrantScore_GEI_origin_2,0.18635350555437039,368.7735412804383,0.8767673217993938
