k,file,Silhouette_Coefficient,Calinski_Harabaz_Index,Davies_Bouldin_Index
2,accumulate_GEI_level_2,0.41277275083470155,456.78315360716147,1.1655305776641065
3,accumulate_GEI_level_2,0.4692451322256313,518.2685682408655,1.2937172232296572
4,accumulate_GEI_level_2,0.4356634788625798,584.5691557677309,1.4506469455604563
5,accumulate_GEI_level_2,0.4376381137513547,697.3999015002429,1.535157230354711
6,accumulate_GEI_level_2,0.3628210456770781,711.3432536271669,1.34782445114839
7,accumulate_GEI_level_2,0.3724003040703231,707.8451548596432,1.3177555502263028
8,accumulate_GEI_level_2,0.3874631194037565,699.1369553494554,1.2793060382161123
9,accumulate_GEI_level_2,0.35469321078822896,700.1540836702129,1.2726274263824187
2,quadrantAccumulate_GEI_level_2,0.6812084053123347,147.95144000035575,1.6591997751456213
3,quadrantAccumulate_GEI_level_2,0.653821730991544,159.79410032002,1.6047216353704996
4,quadrantAccumulate_GEI_level_2,0.14575966912941615,156.98519045193646,0.7102538225211381
5,quadrantAccumulate_GEI_level_2,0.1337898104224579,149.8392219643829,0.7099826366454348
6,quadrantAccumulate_GEI_level_2,0.14515966995411705,140.27559027667525,0.7048408881349926
7,quadrantAccumulate_GEI_level_2,0.14471476935210742,132.71492291171975,0.6857321310493111
8,quadrantAccumulate_GEI_level_2,0.15095196286943396,128.04209651922025,0.7110305144248117
9,quadrantAccumulate_GEI_level_2,0.1524092753035639,120.69064616791786,0.7072829640960185
2,quadrantScore_GEI_level_2,0.6148933451662654,118.64676235756885,1.3285408646145735
3,quadrantScore_GEI_level_2,0.42761050486614366,114.29345911774881,0.8895728005340736
4,quadrantScore_GEI_level_2,0.2117474739903162,123.52979002222631,0.6768454508343029
5,quadrantScore_GEI_level_2,0.14287042382147397,114.02172596655453,0.5985776303147544
6,quadrantScore_GEI_level_2,0.16565793563200082,105.67622769349137,0.5944958706230992
7,quadrantScore_GEI_level_2,0.1342541835926354,96.96979765788683,0.5689160308528455
8,quadrantScore_GEI_level_2,0.09239156387776602,88.99139687008281,0.5349318013410788
9,quadrantScore_GEI_level_2,0.13545359904063403,82.85086653495722,0.6272750957625499
