name,cluster,data
NO.0,1,0.0,-67.0,-59.0,0.0,46.0,-18.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,18.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NO.1,1,28.0,-58.0,-71.0,-28.0,15.0,-57.0,0.0,14.0,71.0,-56.0,-28.0,14.0,-56.0,-28.0,-14.0,56.0,28.0,0.0,-14.0,0.0,0.0,14.0,14.0,0.0,-42.0,-28.0,0.0,-28.0,-14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NO.2,1,0.0,0.0,-28.0,-28.0,0.0,-28.0,0.0,-56.0,0.0,-84.0,-84.0,-28.0,0.0,0.0,-28.0,58.0,29.0,0.0,28.0,0.0,0.0,0.0,28.0,0.0,-28.0,0.0,28.0,-28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NO.3,1,6.0,-8.0,-10.0,25.0,11.0,-27.0,-9.0,20.0,55.0,-24.0,-18.0,2.0,3.0,1.0,-8.0,-4.0,-3.0,-2.0,-2.0,10.0,13.0,16.0,14.0,10.0,18.0,18.0,9.0,-8.0,-4.0,12.0,-16.0,-10.0,-3.0,0.0,-6.0,-7.0
NO.4,1,-28.0,0.0,-56.0,56.0,28.0,0.0,0.0,-28.0,0.0,-140.0,-112.0,-56.0,0.0,0.0,0.0,-56.0,-28.0,0.0,-56.0,-56.0,-56.0,-28.0,0.0,56.0,56.0,112.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NO.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,-29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-58.0,-29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NO.6,1,11.0,54.0,34.0,67.0,30.0,43.0,8.0,23.0,15.0,-49.0,-42.0,-21.0,-14.0,-14.0,-14.0,-21.0,-7.0,7.0,7.0,14.0,21.0,28.0,14.0,-7.0,14.0,7.0,14.0,7.0,7.0,7.0,-14.0,-14.0,-7.0,7.0,7.0,0.0
NO.7,1,5.0,39.0,43.0,13.0,1.0,12.0,0.0,0.0,-3.0,-24.0,-18.0,-12.0,4.0,5.0,6.0,2.0,4.0,6.0,4.0,26.0,22.0,33.0,10.0,4.0,4.0,4.0,0.0,-7.0,0.0,7.0,-3.0,-7.0,0.0,0.0,-3.0,-7.0
NO.8,1,-15.0,0.0,0.0,-7.0,-15.0,0.0,15.0,8.0,0.0,-107.0,-64.0,0.0,-42.0,-21.0,-14.0,42.0,21.0,0.0,0.0,0.0,0.0,14.0,7.0,0.0,-21.0,-14.0,0.0,-28.0,-7.0,0.0,0.0,-7.0,0.0,0.0,0.0,-7.0
NO.9,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,28.0,0.0,-28.0,-28.0,28.0,-84.0,-28.0,0.0,0.0,-28.0,0.0,28.0,28.0,0.0
