name,cluster,LevelNum
NO.0,2,0.1159765,0.053443927,0.01575531,0.015193479,0.012114516,0.0077165435,0.007337567,0.0070978897,0.006698713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NO.1,2,0.13329804,0.026001735,0.024911439,0.01205925,0.0,0.009036603,0.033807643,0.022562582,0.0,0.027302235,0.019579878,0.018159159,0.013128676,0.012860977,0.010529651,0.008787736,0.0,0.0,0.0,0.0,0.0
NO.10,1,0.0,0.0,0.0,0.032468442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06471802,0.036814325,0.0,0.0,0.0
NO.100,0,0.082751825,0.06433714,0.017923495,0.014867788,0.01542526,0.012715244,0.022120018,0.022227526,0.0,0.026531683,0.0,0.0,0.013364491,0.01763512,0.010358102,0.008121945,0.0,0.0,0.014940741,0.011971578,0.007398025
NO.101,0,0.07515721,0.051234923,0.02351312,0.042710718,0.02642808,0.018861422,0.032845985,0.013136989,0.0,0.030274162,0.0,0.009185507,0.016475504,0.012557437,0.008376152,0.0,0.0,0.0,0.017979046,0.014790825,0.00895615
NO.102,1,0.0,0.04032533,0.0109089585,0.097239666,0.01911504,0.0,0.0,0.008985081,0.0,0.01630744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032814775,0.013982042,0.012211486,0.019379467
NO.103,1,0.0,0.012839312,0.0,0.08130191,0.021165138,0.0,0.0,0.0,0.0,0.0,0.0,0.008738166,0.008086472,0.0,0.0,0.0,0.019594619,0.07266543,0.024378968,0.0,0.012172762
NO.104,1,0.0,0.0116660055,0.0126131,0.26247263,0.024073659,0.0,0.0,0.0,0.0,0.005373303,0.0,0.0,0.0049788426,0.0,0.0,0.0,0.018347928,0.024772089,0.010949754,0.0,0.0
NO.105,0,0.04835562,0.0260247,0.03714496,0.02644228,0.010811271,0.0,0.023961395,0.010736003,0.0,0.023661073,0.013671749,0.013773618,0.013241232,0.0,0.007875112,0.0,0.0090342015,0.0,0.00790434,0.0,0.014459689
NO.106,1,0.012443808,0.02450184,0.011282995,0.06087418,0.018094508,0.0,0.009293998,0.0,0.0,0.011317726,0.009617115,0.02871968,0.009706285,0.0,0.0,0.0,0.009357664,0.022429263,0.02140651,0.0,0.018279713
NO.107,1,0.03301922,0.0243952,0.015434828,0.062284898,0.019220114,0.0,0.019292753,0.007610261,0.0,0.02011663,0.0,0.039339278,0.0,0.0,0.0,0.0,0.00922676,0.015461951,0.015301698,0.0,0.012016708
NO.108,2,0.17275132,0.017716171,0.045712158,0.0,0.0,0.005890398,0.023885492,0.012761576,0.0,0.009679567,0.006493802,0.007880724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0055722944
NO.109,2,0.24879995,0.0243729,0.019053536,0.0055918586,0.0,0.0072067077,0.03456517,0.015530161,0.010490291,0.012754212,0.010504332,0.01066764,0.006674701,0.011466526,0.008006183,0.0,0.0,0.0,0.0,0.0,0.007028649
NO.11,1,0.037942383,0.020239644,0.013212611,0.027068695,0.01866408,0.0,0.011917535,0.0,0.0,0.023478251,0.0,0.01218299,0.01130388,0.0,0.0,0.0,0.011270328,0.03209196,0.0116939945,0.008262386,0.015489083
NO.110,0,0.07239516,0.052293625,0.019801317,0.017290454,0.02464457,0.015030146,0.021615615,0.01871914,0.007667368,0.01500733,0.0,0.0,0.026636526,0.031812888,0.0141648725,0.014718114,0.0,0.0,0.022358147,0.028407687,0.0
NO.111,2,0.10172642,0.024515552,0.028589556,0.011743071,0.01021903,0.019125672,0.036967035,0.011005607,0.013054822,0.017753232,0.008756343,0.058169544,0.016273603,0.021283135,0.016942037,0.010696144,0.0,0.0,0.014363281,0.0,0.0
NO.112,2,0.10281723,0.05854646,0.02276384,0.025092877,0.014745702,0.016541686,0.048337027,0.018953448,0.0,0.030028977,0.009156988,0.041025825,0.007903929,0.0116319675,0.008174489,0.0,0.0,0.0,0.011244035,0.0,0.0
NO.113,1,0.0,0.010164893,0.012764574,0.057826485,0.012866062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13206095,0.013927347,0.011444617,0.008858767
NO.114,1,0.010141137,0.012347594,0.009086414,0.07273177,0.017393215,0.0,0.0,0.0,0.0,0.013990636,0.0,0.01909562,0.009658135,0.0,0.0,0.0,0.013484989,0.05196716,0.022830198,0.0,0.010421611
NO.115,0,0.025721006,0.016220994,0.017405968,0.01109414,0.012530187,0.012470221,0.010570468,0.0,0.015791964,0.018051865,0.0,0.0,0.029752951,0.019326009,0.0149341235,0.03621034,0.008026119,0.01044443,0.017272703,0.013256306,0.0
NO.116,0,0.060276657,0.041380137,0.012535612,0.0,0.008255527,0.0,0.016172485,0.01859322,0.008556911,0.013407909,0.009029463,0.0,0.014221839,0.017166734,0.011564324,0.016179975,0.0,0.0,0.01004055,0.011942669,0.0
NO.117,2,0.10603255,0.02773993,0.021785783,0.010228714,0.010887656,0.017874412,0.031814132,0.024476307,0.010652671,0.018774815,0.0,0.0,0.023227166,0.029392358,0.018807521,0.016053392,0.0,0.0,0.025890324,0.0090654725,0.0
NO.118,0,0.020046894,0.016590796,0.0,0.0,0.011407206,0.008367545,0.0,0.0,0.037000697,0.0,0.0,0.0,0.048419796,0.035346825,0.024380416,0.05865784,0.0,0.016089508,0.028505223,0.029408101,0.0
NO.119,2,0.12584604,0.027628722,0.022372596,0.0,0.0,0.0,0.03396345,0.018105306,0.0,0.022040188,0.010783121,0.010175813,0.008391952,0.0069249887,0.0,0.0076409066,0.0,0.0,0.0,0.0,0.0
NO.12,1,0.025623793,0.026183493,0.022722106,0.060182933,0.019371029,0.008043294,0.013416672,0.0,0.0,0.010939231,0.0,0.009683607,0.01533959,0.009071644,0.0,0.0,0.009224073,0.017264312,0.01551376,0.016110914,0.011700485
NO.120,2,0.120064326,0.032925136,0.024161326,0.0,0.0069795134,0.0,0.013099025,0.013460558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009624818
NO.121,2,0.13432325,0.042133197,0.02805695,0.0106285345,0.011663494,0.013918774,0.029730985,0.021082265,0.010277331,0.019565057,0.0,0.0121813845,0.015575797,0.028467217,0.013522277,0.011126884,0.0,0.0,0.014326672,0.013615492,0.0
NO.122,0,0.034533653,0.020720655,0.0211765,0.021465696,0.0,0.0,0.025871554,0.009396947,0.008985771,0.014742841,0.018165186,0.015801195,0.024138145,0.018525269,0.020302638,0.008673498,0.0,0.0,0.012369984,0.0,0.012054349
NO.123,1,0.0,0.0,0.0054645045,0.01195282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007887773,0.0,0.0,0.009604783,0.03554491,0.012830468,0.0,0.0,0.0
NO.124,0,0.057935487,0.031221675,0.030587515,0.059777718,0.016867377,0.010717439,0.024370683,0.0,0.0,0.025582196,0.0,0.022345163,0.017646937,0.009011056,0.0075753857,0.0,0.0,0.0,0.017095841,0.0,0.0
NO.125,2,0.12391111,0.025720231,0.021416394,0.00903469,0.009467516,0.016060242,0.034075897,0.014659167,0.010086204,0.029113712,0.007950592,0.008732683,0.023280121,0.024727063,0.012114016,0.0106211845,0.0,0.0,0.011021586,0.0,0.0074846265
NO.126,0,0.047799617,0.024147598,0.030810114,0.028836083,0.010949938,0.0,0.01582998,0.0085997805,0.00766939,0.029598152,0.007878503,0.0,0.026958046,0.012795669,0.01331755,0.011287621,0.0,0.0,0.010672093,0.0,0.011341173
NO.127,1,0.0,0.011562695,0.0,0.02534947,0.011468884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00989542,0.041932445,0.013106132,0.0,0.028467856
NO.128,1,0.028482076,0.046268195,0.018825611,0.0664248,0.03321772,0.0,0.011431084,0.0,0.0,0.009022005,0.0,0.011422206,0.0,0.0,0.0,0.0,0.009199804,0.022807585,0.016847696,0.008090149,0.012033321
NO.129,1,0.009319818,0.027066877,0.0,0.04072291,0.02093429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08876021,0.019443588,0.013684938,0.011966703
NO.13,0,0.06957245,0.040895574,0.014735333,0.019609276,0.020407198,0.0,0.016513225,0.009868031,0.0,0.024590874,0.0,0.0,0.019923728,0.0,0.0,0.0,0.0,0.019615803,0.017576668,0.017775489,0.011047043
NO.130,1,0.022997787,0.01333308,0.018677607,0.02955917,0.014387379,0.0,0.0,0.0,0.0,0.0,0.0,0.008267222,0.011242379,0.0,0.0,0.0,0.020555325,0.053163778,0.010869867,0.0,0.0
NO.131,1,0.044620022,0.018724853,0.016377172,0.041300476,0.026181323,0.0,0.008149895,0.0,0.0,0.0,0.0,0.0,0.0075777243,0.0,0.0,0.0,0.024966674,0.047548413,0.0072099445,0.0,0.0
NO.132,0,0.07901878,0.028811976,0.015666876,0.0,0.0,0.0,0.024997327,0.01716135,0.0,0.019940125,0.017720178,0.0,0.011565588,0.009131257,0.008491119,0.011044339,0.0,0.0,0.0,0.0,0.0074830297
NO.133,0,0.023124466,0.028851602,0.0,0.011316594,0.022556143,0.015590345,0.0,0.0,0.016337441,0.0,0.0,0.0,0.034110475,0.03846464,0.017378243,0.030034615,0.0,0.0151902335,0.050036762,0.065684326,0.0
NO.134,0,0.04301963,0.015510117,0.032362875,0.017319065,0.008749579,0.010004107,0.019579018,0.0,0.012440775,0.018999243,0.0090945605,0.010793436,0.021433027,0.013797252,0.019016668,0.015860612,0.009173705,0.008923051,0.012648984,0.0,0.0
NO.135,2,0.18164407,0.02428135,0.015483657,0.0,0.0,0.0,0.046017893,0.01945979,0.00622219,0.02155083,0.022771865,0.00627579,0.008901698,0.010352518,0.008297898,0.010546138,0.0,0.0,0.0,0.0,0.009810276
NO.136,0,0.05939449,0.020233277,0.024735728,0.0,0.0,0.009459427,0.009899548,0.014273552,0.022081109,0.0,0.0,0.0,0.015355542,0.038803328,0.018826203,0.013370297,0.0,0.0,0.01298864,0.011409072,0.0
