name,start,end,data
NO.0,2018/1/1 00:00,2018/1/1 08:00,46,46,43,38,41,41,41,43,46,49,47,47,44,36,38,41,44,46,49,51,47,48,48,43,36,44,46,47,51,51,46,47,48,47,51,46,46,48,51,51,46,47,48,48,49,47,49,48,50,51,46,46,48,48,46,45,45,47,47,49,44,44,46,46,45,44,43,45,47,47,44,44,44,44,44,44,43,43,45,47,43,43,44,44,44,44,44,43,43,45,43,43,44,44,44,44,44,44,43,43
NO.1,2018/1/1 10:00,2018/1/1 12:00,33,33,31,28,31,31,31,31,31,30,33,32,30,26,28,30,31,31,30,30,31,31,31,29,26,29,31,30,30,30,31,31,31,31,32,30,29,30,30,30,31,31,31,31,32,32,31,31,30,30,31,31,31,31,34,35,33,31,31,30,27,27,30,31,35,32,30,31,31,31,27,27,28,29,29,29,30,30,30,31,28,28,28,29,29,29,29,30,30,30,28,28,28,29,29,29,29,29,30,30
NO.2,2018/1/1 14:00,2018/1/1 15:00,29,29,27,26,27,27,27,27,27,28,28,27,26,25,26,27,27,27,28,29,27,27,27,26,25,27,27,28,29,29,28,27,27,27,28,27,30,29,29,29,28,28,27,28,28,28,27,27,28,29,28,28,28,28,27,28,27,26,26,27,24,24,26,27,28,26,25,26,26,26,24,24,25,26,26,26,25,25,26,26,25,25,25,26,26,26,26,25,25,26,25,25,25,26,26,26,26,26,25,25
NO.3,2018/1/1 17:00,2018/1/2 07:00,33,33,32,29,30,30,30,31,33,34,34,35,33,29,29,30,32,33,34,34,35,37,37,33,29,32,33,34,34,34,33,35,37,35,37,34,34,34,34,34,33,34,36,34,35,35,34,34,34,34,33,33,34,34,35,35,34,34,34,34,31,31,33,34,35,34,33,34,34,34,31,31,32,34,34,33,33,33,34,34,31,31,32,34,34,34,33,33,33,34,31,31,32,34,34,34,34,33,33,33
NO.4,2018/1/2 09:00,2018/1/2 10:00,29,29,27,27,32,32,32,30,29,28,29,30,28,23,26,29,30,29,28,28,31,31,31,27,23,27,29,29,28,28,31,31,31,29,31,29,30,29,28,28,31,31,31,30,30,30,30,29,28,28,31,31,30,30,30,30,31,28,28,28,22,22,27,29,30,28,26,27,28,28,22,22,24,27,27,26,26,26,27,28,24,24,25,27,27,27,26,26,26,27,25,25,26,27,27,27,27,26,26,26
NO.5,2018/1/2 12:00,2018/1/2 12:00,17,17,15,14,17,17,17,17,18,16,16,16,15,11,14,15,17,18,16,16,15,16,16,14,11,15,18,16,16,16,15,15,16,15,15,15,14,15,16,16,15,15,15,15,16,17,15,15,15,16,15,15,15,15,19,20,21,15,15,15,13,13,14,17,20,18,15,16,15,15,13,13,14,16,16,15,15,15,15,15,13,13,15,16,16,16,15,15,15,15,14,14,15,16,16,16,16,15,15,15
NO.6,2018/1/2 14:00,2018/1/2 14:00,33,33,33,31,29,29,29,30,32,31,33,33,33,33,31,30,31,32,31,30,33,33,33,33,33,32,32,31,30,30,34,33,33,33,34,32,30,30,30,30,34,33,32,32,32,29,30,29,29,30,34,34,32,32,29,28,27,27,27,28,30,30,31,30,28,27,28,27,27,27,30,30,30,30,30,29,28,28,27,27,31,31,30,30,30,30,29,28,28,27,31,31,30,30,30,30,30,29,28,28
NO.7,2018/1/2 16:00,2018/1/2 16:00,28,28,29,30,29,29,29,30,32,31,32,36,37,31,30,30,31,32,31,31,38,43,43,34,31,31,32,31,31,31,30,39,43,35,31,31,28,31,31,31,30,35,38,32,31,31,35,31,30,31,30,30,32,32,30,29,30,29,29,30,26,26,29,30,29,29,29,29,29,29,26,26,28,30,30,29,29,29,29,29,27,27,29,30,30,30,29,29,29,29,28,28,29,30,30,30,30,29,29,29
NO.8,2018/1/2 18:00,2018/1/3 13:00,31,31,31,31,29,29,29,31,32,33,31,32,33,33,32,31,31,32,33,33,33,33,33,33,33,33,32,32,33,33,34,33,33,33,33,33,32,33,33,33,34,34,33,33,33,33,34,33,34,33,34,33,33,33,34,34,34,34,34,33,31,31,32,33,34,33,33,33,34,34,31,31,32,34,34,33,33,33,33,34,31,31,32,34,34,34,33,33,33,33,30,30,32,34,34,34,34,33,33,33
NO.9,2018/1/3 17:00,2018/1/4 10:00,45,45,45,43,41,41,41,41,42,44,46,47,47,45,43,42,41,42,44,46,49,49,49,47,45,44,42,43,46,46,49,49,49,48,50,46,44,45,46,46,49,49,49,48,49,48,48,46,46,46,48,48,48,48,49,50,46,46,46,46,46,46,47,48,50,47,45,46,46,46,46,46,47,49,47,45,45,45,46,46,45,45,46,47,46,46,45,45,45,45,45,45,46,46,46,46,46,45,45,45
NO.10,2018/1/4 13:00,2018/1/4 15:00,46,46,46,45,43,43,43,45,46,48,47,48,49,48,45,45,45,46,48,49,50,51,51,50,49,48,46,47,49,49,49,50,51,50,51,48,48,47,49,49,49,50,50,49,49,46,46,45,47,49,46,47,49,49,46,45,40,42,42,45,45,45,46,46,45,43,43,42,42,42,45,45,44,44,44,43,43,43,42,42,45,45,44,44,44,44,43,43,43,42,46,46,45,44,44,44,44,43,43,43
NO.11,2018/1/4 18:00,2018/1/6 00:00,29,29,30,29,27,27,27,29,32,32,30,31,32,32,30,29,30,32,32,33,32,33,33,32,32,32,32,32,33,33,31,32,33,32,33,32,32,32,33,33,31,32,32,32,32,32,32,32,32,33,29,30,32,32,32,32,31,31,31,32,28,28,29,31,32,31,29,30,31,31,28,28,28,28,28,28,29,29,30,31,28,28,27,28,28,28,28,29,29,30,27,27,27,27,28,28,28,28,29,29
