name,cluster,LevelNum
NO.0,2,-4559.0,-4536.0,-4569.0,-4590.0
NO.1,2,-2998.0,-3066.0,-3048.0,-3168.0
NO.2,2,-2827.0,-2820.0,-2438.0,-2365.0
NO.3,2,-3021.0,-2887.0,-2991.0,-3063.0
NO.4,2,-4582.0,-4289.0,-4551.0,-4542.0
NO.5,2,-4590.0,-4500.0,-4590.0,-4581.0
NO.6,2,-3863.0,-3632.0,-3081.0,-3081.0
NO.7,2,-3055.0,-3251.0,-2863.0,-2763.0
NO.8,0,-2753.0,-2548.0,-1769.0,-2444.0
NO.9,0,-2649.0,-2274.0,-2131.0,-2295.0
NO.10,1,0.0,-76.0,-10.0,-62.0
NO.11,0,-1385.0,-1433.0,-1525.0,-1546.0
NO.12,0,-1568.0,-1629.0,-1449.0,-2267.0
NO.13,0,-1785.0,-1946.0,-1707.0,-2295.0
NO.14,0,-2309.0,-2505.0,-2295.0,-2267.0
NO.15,1,-56.0,-12.0,-21.0,-35.0
NO.16,1,-732.0,-788.0,-288.0,-672.0
NO.17,1,-172.0,-156.0,-100.0,0.0
NO.18,1,-812.0,-856.0,-742.0,-1178.0
NO.19,0,-2318.0,-2298.0,-2323.0,-2297.0
NO.20,0,-2367.0,-2303.0,-2267.0,-2299.0
NO.21,2,-2771.0,-3051.0,-2379.0,-2351.0
NO.22,1,-855.0,-786.0,-856.0,-756.0
NO.23,0,-2302.0,-2071.0,-2295.0,-1812.0
NO.24,0,-2338.0,-2135.0,-1508.0,-1601.0
NO.25,0,-2337.0,-2723.0,-2281.0,-2281.0
NO.26,2,-3068.0,-2887.0,-2877.0,-3049.0
NO.27,1,-1134.0,-742.0,-924.0,-644.0
NO.28,0,-2561.0,-2757.0,-2252.0,-2436.0
NO.29,0,-2307.0,-2441.0,-2246.0,-2087.0
NO.30,0,-1567.0,-2099.0,-1679.0,-1553.0
NO.31,0,-2331.0,-2592.0,-2127.0,-2204.0
NO.32,2,-2543.0,-2662.0,-2384.0,-2722.0
NO.33,0,-2299.0,-2546.0,-2036.0,-2304.0
NO.34,2,-2893.0,-2535.0,-2303.0,-2882.0
NO.35,0,-2501.0,-2192.0,-2153.0,-1966.0
NO.36,0,-1993.0,-1950.0,-1429.0,-1543.0
NO.37,2,-3791.0,-3746.0,-3792.0,-3849.0
NO.38,0,-2549.0,-2259.0,-2312.0,-2350.0
NO.39,0,-2224.0,-2157.0,-2359.0,-2115.0
NO.40,2,-3455.0,-3880.0,-3229.0,-3847.0
NO.41,2,-2953.0,-2953.0,-2700.0,-3066.0
NO.42,0,-2309.0,-2484.0,-2113.0,-2288.0
NO.43,2,-3745.0,-3946.0,-3783.0,-3843.0
NO.44,2,-4385.0,-4458.0,-4335.0,-4591.0
NO.45,2,-3837.0,-3918.0,-3893.0,-3336.0
NO.46,2,-3426.0,-3051.0,-3081.0,-2835.0
NO.47,2,-4603.0,-4566.0,-4590.0,-4512.0
NO.48,1,-644.0,-756.0,-756.0,-756.0
NO.49,1,9.0,-242.0,-27.0,-84.0
NO.50,2,-4035.0,-4131.0,-3878.0,-3843.0
NO.51,2,-4268.0,-4366.0,-4177.0,-4437.0
NO.52,2,-3890.0,-3701.0,-3841.0,-3267.0
NO.53,2,-3751.0,-2828.0,-2761.0,-2057.0
NO.54,0,-2288.0,-2365.0,-2281.0,-2386.0
NO.55,2,-2893.0,-2331.0,-2878.0,-2322.0
NO.56,0,-2504.0,-2358.0,-2057.0,-1966.0
NO.57,1,-915.0,-549.0,-1026.0,-675.0
NO.58,2,-3035.0,-2855.0,-3079.0,-3063.0
NO.59,0,-2331.0,-2286.0,-2650.0,-2295.0
NO.60,1,-784.0,-756.0,-756.0,-756.0
NO.61,0,-2260.0,-2088.0,-2295.0,-1812.0
NO.62,0,-2085.0,-1917.0,-1679.0,-1539.0
NO.63,0,-1559.0,-1505.0,-1021.0,-1160.0
NO.64,1,-737.0,-1047.0,-1284.0,-785.0
NO.65,0,-1306.0,-1194.0,-1881.0,-1312.0
NO.66,0,-1974.0,-1690.0,-2295.0,-1553.0
NO.67,0,-2431.0,-2136.0,-2322.0,-2295.0
NO.68,0,-2155.0,-2295.0,-2253.0,-2309.0
NO.69,2,-3344.0,-3087.0,-3002.0,-3072.0
NO.70,2,-3818.0,-3682.0,-3679.0,-3223.0
NO.71,2,-3121.0,-3221.0,-2978.0,-3070.0
NO.72,0,-2491.0,-2365.0,-2337.0,-1973.0
NO.73,2,-3065.0,-3009.0,-3051.0,-3066.0
NO.74,1,-967.0,-883.0,-946.0,-785.0
NO.75,1,-1509.0,-1394.0,-1134.0,-771.0
NO.76,1,-756.0,-1050.0,-1078.0,-771.0
NO.77,0,-1666.0,-1679.0,-1240.0,-1565.0
NO.78,1,-752.0,-725.0,-550.0,-646.0
NO.79,1,-1101.0,-924.0,-1002.0,-766.0
NO.80,2,-2887.0,-2758.0,-2376.0,-2480.0
NO.81,2,-3974.0,-3757.0,-3834.0,-3806.0
NO.82,1,-644.0,-658.0,-672.0,-728.0
NO.83,1,-1011.0,-735.0,-924.0,-770.0
NO.84,2,-3079.0,-2897.0,-2896.0,-3080.0
NO.85,0,-2483.0,-2250.0,-2234.0,-2209.0
NO.86,0,-2521.0,-2277.0,-2233.0,-2305.0
NO.87,2,-3018.0,-2973.0,-2985.0,-2888.0
NO.88,0,-2418.0,-2187.0,-2031.0,-2140.0
NO.89,2,-3081.0,-3051.0,-3036.0,-3066.0
NO.90,1,-869.0,-729.0,-594.0,-301.0
NO.91,0,-1241.0,-1433.0,-1359.0,-1328.0
