NO.1,63.0,0.0,63.0,63.0,63.0,63.0,63.0,0.0
NO.2,63.0,0.0,63.0,63.0,63.0,63.0,63.0,0.0
NO.3,63.0,0.0,63.0,63.0,63.0,63.0,63.0,0.0
NO.4,63.0,0.0,63.0,63.0,63.0,63.0,63.0,0.0
NO.5,63.0,0.0,63.0,63.0,63.0,63.0,63.0,0.0
NO.6,63.0,0.0,63.0,63.0,63.0,63.0,63.0,0.0
NO.7,63.0,0.0,63.0,63.0,63.0,63.0,63.0,0.0
NO.8,63.0,0.0,63.0,63.0,63.0,63.0,63.0,0.0
NO.9,63.0,0.0,63.0,63.0,63.0,63.0,63.0,0.0
NO.10,63.0,0.0,63.0,63.0,63.0,63.0,63.0,0.0
NO.11,63.0,0.0,63.0,63.0,63.0,63.0,63.0,0.0
NO.12,63.0,0.0,63.0,63.0,63.0,63.0,63.0,0.0
NO.13,63.0,0.0,63.0,63.0,63.0,63.0,63.0,0.0
NO.14,63.0,0.0,63.0,63.0,63.0,63.0,63.0,0.0
NO.15,63.0,0.0,63.0,63.0,63.0,63.0,63.0,0.0
NO.16,63.0,0.0,63.0,63.0,63.0,63.0,63.0,0.0
NO.17,63.0,0.0,63.0,63.0,63.0,63.0,63.0,0.0
NO.18,63.0,0.0,63.0,63.0,63.0,63.0,63.0,0.0
NO.19,63.0,0.0,63.0,63.0,63.0,63.0,63.0,0.0
NO.20,63.0,0.0,63.0,63.0,63.0,63.0,63.0,0.0
NO.21,63.0,0.0,63.0,63.0,63.0,63.0,63.0,0.0
NO.22,63.0,0.0,63.0,63.0,63.0,63.0,63.0,0.0
NO.23,63.0,0.0,63.0,63.0,63.0,63.0,63.0,0.0
NO.24,63.0,0.0,63.0,63.0,63.0,63.0,63.0,0.0
NO.25,63.0,0.0,63.0,63.0,63.0,63.0,63.0,0.0
NO.26,63.0,0.0,63.0,63.0,63.0,63.0,63.0,0.0
NO.27,63.0,0.0,63.0,63.0,63.0,63.0,63.0,0.0
NO.28,63.0,0.0,63.0,63.0,63.0,63.0,63.0,0.0
NO.29,63.0,0.0,63.0,63.0,63.0,63.0,63.0,0.0
NO.30,63.0,0.0,63.0,63.0,63.0,63.0,63.0,0.0
NO.31,63.0,0.0,63.0,63.0,63.0,63.0,63.0,0.0
NO.32,63.0,0.0,63.0,63.0,63.0,63.0,63.0,0.0
NO.33,63.0,0.0,63.0,63.0,63.0,63.0,63.0,0.0
NO.34,63.0,0.0,63.0,63.0,63.0,63.0,63.0,0.0
NO.35,63.0,0.0,63.0,63.0,63.0,63.0,63.0,0.0
NO.36,63.0,0.0,63.0,63.0,63.0,63.0,63.0,0.0
NO.37,63.0,0.0,63.0,63.0,63.0,63.0,63.0,0.0
NO.38,63.0,0.0,63.0,63.0,63.0,63.0,63.0,0.0
NO.39,63.0,0.0,63.0,63.0,63.0,63.0,63.0,0.0
NO.40,63.0,0.0,63.0,63.0,63.0,63.0,63.0,0.0
NO.41,63.0,0.0,63.0,63.0,63.0,63.0,63.0,0.0
NO.42,63.0,0.0,63.0,63.0,63.0,63.0,63.0,0.0
