time,cluster,data
NO.0,3,-2.0,-12.0,-13.0,7.0,9.0,-10.0,-2.0,2.0,20.0,-4.0,-2.0,0.0,0.0,-3.0,-5.0,-2.0,-1.0,0.0,0.0,4.0,5.0,3.0,4.0,2.0,-1.0,-1.0,2.0,-3.0,0.0,0.0,-3.0,-3.0,0.0,0.0,-2.0,-3.0
NO.1,3,0.0,-7.0,-8.0,-2.0,1.0,-6.0,0.0,2.0,8.0,-7.0,-1.0,10.0,-4.0,-5.0,-10.0,2.0,1.0,0.0,1.0,0.0,0.0,-1.0,1.0,-1.0,-6.0,-5.0,-1.0,-2.0,-1.0,3.0,-3.0,-1.0,-1.0,0.0,0.0,0.0
NO.2,3,-4.0,-6.0,-4.0,-1.0,1.0,-3.0,0.0,-1.0,3.0,-9.0,-5.0,2.0,-3.0,-3.0,-4.0,2.0,1.0,0.0,-1.0,-1.0,0.0,-3.0,-2.0,1.0,8.0,10.0,4.0,-3.0,-1.0,0.0,-2.0,-1.0,0.0,0.0,-1.0,-1.0
NO.3,3,-3.0,-7.0,-8.0,11.0,10.0,-2.0,-2.0,3.0,14.0,-4.0,-2.0,1.0,-1.0,-1.0,-2.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,-3.0,0.0,0.0,0.0,-2.0,0.0
NO.4,3,-4.0,-10.0,-13.0,6.0,6.0,-6.0,0.0,1.0,10.0,-18.0,-8.0,4.0,-8.0,-8.0,-9.0,2.0,1.0,0.0,-3.0,-3.0,-2.0,-6.0,-2.0,0.0,2.0,1.0,0.0,-5.0,-4.0,1.0,-4.0,-1.0,0.0,0.0,-2.0,-1.0
NO.5,3,-2.0,-8.0,-7.0,1.0,4.0,-4.0,0.0,1.0,5.0,-5.0,0.0,7.0,-1.0,-2.0,-6.0,-1.0,0.0,1.0,0.0,0.0,1.0,4.0,4.0,-1.0,-8.0,-5.0,0.0,-3.0,-4.0,2.0,-5.0,-1.0,-1.0,0.0,-1.0,0.0
NO.6,3,0.0,2.0,2.0,-1.0,0.0,1.0,2.0,2.0,5.0,-8.0,-6.0,-5.0,-3.0,-2.0,1.0,2.0,1.0,0.0,3.0,4.0,2.0,5.0,2.0,-1.0,1.0,-1.0,1.0,-3.0,0.0,-2.0,1.0,-1.0,0.0,0.0,0.0,-1.0
NO.7,3,1.0,1.0,0.0,31.0,19.0,9.0,-3.0,9.0,9.0,-10.0,-8.0,-6.0,-4.0,-3.0,-1.0,1.0,1.0,1.0,4.0,3.0,2.0,5.0,4.0,-1.0,-11.0,-10.0,1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,0.0
NO.8,3,0.0,4.0,6.0,2.0,1.0,1.0,0.0,-1.0,0.0,-6.0,-4.0,-2.0,0.0,1.0,1.0,2.0,1.0,0.0,2.0,3.0,2.0,2.0,0.0,-1.0,-1.0,-2.0,0.0,-3.0,-1.0,1.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0
NO.9,3,-2.0,0.0,0.0,7.0,5.0,0.0,0.0,1.0,7.0,-5.0,-4.0,2.0,3.0,5.0,2.0,-3.0,-3.0,-3.0,-2.0,-1.0,2.0,-2.0,0.0,1.0,-1.0,-1.0,1.0,-1.0,0.0,1.0,-4.0,0.0,1.0,0.0,-2.0,-2.0
NO.10,3,-2.0,1.0,0.0,10.0,8.0,6.0,-1.0,1.0,6.0,-4.0,-4.0,-2.0,-2.0,-4.0,-5.0,-3.0,-2.0,-1.0,0.0,2.0,2.0,3.0,1.0,2.0,8.0,8.0,4.0,0.0,2.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0
